gen,gen,min,avg,max,std
0,0,9.0,16.15,98.33333333333333,20.184007695863244
1,1,9.333333333333334,59.016666666666666,264.0,75.62344396929949
2,2,9.333333333333334,115.18333333333337,264.0,85.60331477226802
3,3,61.0,205.73333333333335,264.6666666666667,70.97876051639986
4,4,51.0,208.28333333333336,264.6666666666667,73.14774052863454
5,5,48.0,273.78333333333336,500.0,89.40222934083417
6,6,189.66666666666666,283.95,500.0,73.80998690330914
7,7,264.0,311.53333333333336,500.0,94.23660529633787
8,8,68.0,339.03333333333336,500.0,143.14475579325673
9,9,68.0,409.40000000000003,500.0,130.54567527625468
10,10,264.6666666666667,478.1666666666667,500.0,65.72024041343731
11,11,279.6666666666667,488.9833333333333,500.0,48.02053669467309
12,12,79.33333333333333,459.2166666666667,500.0,122.41728613412586
13,13,9.333333333333334,467.5833333333333,500.0,110.58836964165808
14,14,9.333333333333334,443.9333333333333,500.0,117.75386759394925
15,15,53.333333333333336,461.9,500.0,104.92770527050202
16,16,53.333333333333336,457.0666666666667,500.0,128.9165794009616
17,17,53.333333333333336,477.6666666666667,500.0,97.34874307240838
18,18,264.0,488.2,500.0,51.435007533779945
19,19,23.666666666666668,476.1833333333333,500.0,103.81444317199372
20,20,202.33333333333334,485.1166666666667,500.0,64.87494594303034
