gen,gen,fit_min,nov_min,fit_avg,nov_avg,fit_max,nov_max,fit_std,nov_std
0,0,8.0,0.19850585202078802,30.483333333333338,0.3237573961068708,122.0,0.9977526957522104,28.621762310832256,0.2738321107935781
1,1,8.666666666666666,0.20583955127556028,41.35000000000001,0.6100422273861793,233.33333333333334,0.9977526957522104,68.62162560009781,0.2566974525140543
2,2,8.0,0.33807460900436703,40.68333333333334,0.7638007439758683,233.33333333333334,0.9977526957522104,59.67732446713371,0.17421593217228895
3,3,9.666666666666666,0.5083624220066577,36.900000000000006,0.89016215029043,321.6666666666667,1.023465991210411,73.40088555324111,0.1487698585074098
4,4,9.666666666666666,0.52079807467057,40.46666666666668,0.9127988179317207,500.0,1.023465991210411,108.18746076448353,0.14882718090842675
5,5,9.666666666666666,0.52079807467057,35.150000000000006,0.9345748681063002,500.0,1.023465991210411,106.64856487027329,0.1295489198168862
6,6,10.333333333333334,0.7246212843769365,10.466666666666669,0.9862226391621496,13.0,1.023465991210411,0.581186525805423,0.08219565494618476
7,7,10.333333333333334,0.7246212843769365,10.333333333333336,1.0085237558687372,10.333333333333334,1.023465991210411,1.7763568394002505e-15,0.0651316938449577
8,8,10.333333333333334,1.023465991210411,10.333333333333336,1.023465991210411,10.333333333333334,1.023465991210411,1.7763568394002505e-15,0.0
9,9,10.333333333333334,1.023465991210411,10.333333333333336,1.023465991210411,10.333333333333334,1.023465991210411,1.7763568394002505e-15,0.0
10,10,9.666666666666666,0.3193608092825612,11.466666666666669,0.9748555698153132,34.333333333333336,1.023465991210411,5.249761899362677,0.15563488058664693
11,11,9.666666666666666,0.8894143682233571,10.233333333333336,1.0033582477623528,10.333333333333334,1.023465991210411,0.23804761428476207,0.04786600356460273
12,12,9.666666666666666,0.8894143682233571,14.383333333333335,1.0123814271098506,92.0,1.023465991210411,17.807075684806993,0.03405377822896053
13,13,10.333333333333334,1.023465991210411,10.333333333333336,1.023465991210411,10.333333333333334,1.023465991210411,1.7763568394002505e-15,0.0
14,14,10.333333333333334,0.7283270777329782,10.883333333333335,1.0087090455365393,21.333333333333332,1.023465991210411,2.39739441894737,0.0643240349077262
15,15,10.333333333333334,0.1496703500828364,14.583333333333332,0.9708747600152352,48.666666666666664,1.023465991210411,11.504528094044824,0.19026944445117547
