gen,gen,min,avg,max,std
0,0,-731.9764218171364,-442.71472263137855,-100.56022193151183,174.7045980218787
1,1,-572.4408080041509,-284.7368388547111,-24.55900267939668,149.33486153173456
2,2,-572.4408080041509,-213.69069742304302,-24.55900267939668,130.70471917909083
3,3,-502.4283123312107,-162.93899663113652,-24.55900267939668,104.30855210619328
4,4,-271.1002914986047,-114.11252801105968,-24.55900267939668,66.3086507970816
5,5,-355.5332029238293,-93.93022724148312,-5.031148221961085,61.50214106298173
6,6,-457.97086580780814,-93.08926783302866,-5.031148221961085,72.89251477004639
7,7,-532.9564297767885,-99.59606707233667,-5.031148221961085,98.4391398798038
8,8,-342.14009510837917,-79.20263675647762,47.509969936918814,71.76978550403857
9,9,-176.24967766558214,-55.93118956732359,47.509969936918814,49.48437592843331
10,10,-317.3278151020527,-50.326114344855725,47.509969936918814,64.0018319475729
11,11,-280.35808606892596,-32.119370703013615,47.509969936918814,55.94147724183556
12,12,-549.7329457883516,-16.429438480265617,47.509969936918814,84.01026621794236
13,13,-293.46442693206717,-8.576348096496197,47.509969936918814,55.69514072472669
14,14,-292.47518480976765,6.724905134352193,47.509969936918814,57.70886461086398
15,15,-106.31740947529583,25.998937035466128,47.509969936918814,41.125411276662604
16,16,-100.63708240342727,37.64357919551398,47.509969936918814,34.51582480356841
17,17,47.509969936918814,47.509969936918814,47.509969936918814,0.0
18,18,47.509969936918814,47.509969936918814,47.509969936918814,0.0
19,19,47.509969936918814,47.509969936918814,47.509969936918814,0.0
20,20,47.509969936918814,47.509969936918814,47.509969936918814,0.0
21,21,47.509969936918814,47.509969936918814,47.509969936918814,0.0
22,22,47.509969936918814,47.509969936918814,47.509969936918814,0.0
23,23,47.509969936918814,47.509969936918814,47.509969936918814,0.0
24,24,47.509969936918814,47.509969936918814,47.509969936918814,0.0
25,25,47.509969936918814,47.509969936918814,47.509969936918814,0.0
26,26,47.509969936918814,47.509969936918814,47.509969936918814,0.0
27,27,47.509969936918814,47.509969936918814,47.509969936918814,0.0
28,28,47.509969936918814,47.509969936918814,47.509969936918814,0.0
29,29,47.509969936918814,47.509969936918814,47.509969936918814,0.0
30,30,47.509969936918814,47.509969936918814,47.509969936918814,0.0
31,31,47.509969936918814,47.509969936918814,47.509969936918814,0.0
32,32,47.509969936918814,47.509969936918814,47.509969936918814,0.0
33,33,47.509969936918814,47.509969936918814,47.509969936918814,0.0
34,34,47.509969936918814,47.509969936918814,47.509969936918814,0.0
35,35,47.509969936918814,47.509969936918814,47.509969936918814,0.0
36,36,47.509969936918814,47.509969936918814,47.509969936918814,0.0
37,37,47.509969936918814,47.509969936918814,47.509969936918814,0.0
38,38,47.509969936918814,47.509969936918814,47.509969936918814,0.0
39,39,47.509969936918814,47.509969936918814,47.509969936918814,0.0
40,40,47.509969936918814,47.509969936918814,47.509969936918814,0.0
41,41,47.509969936918814,47.509969936918814,47.509969936918814,0.0
42,42,47.509969936918814,47.509969936918814,47.509969936918814,0.0
43,43,47.509969936918814,47.509969936918814,47.509969936918814,0.0
44,44,47.509969936918814,47.509969936918814,47.509969936918814,0.0
45,45,47.509969936918814,47.509969936918814,47.509969936918814,0.0
46,46,47.509969936918814,47.509969936918814,47.509969936918814,0.0
47,47,47.509969936918814,47.509969936918814,47.509969936918814,0.0
48,48,47.509969936918814,47.509969936918814,47.509969936918814,0.0
49,49,47.509969936918814,47.509969936918814,47.509969936918814,0.0
50,50,47.509969936918814,47.509969936918814,47.509969936918814,0.0
51,51,47.509969936918814,47.509969936918814,47.509969936918814,0.0
52,52,47.509969936918814,47.509969936918814,47.509969936918814,0.0
53,53,47.509969936918814,47.509969936918814,47.509969936918814,0.0
54,54,47.509969936918814,47.509969936918814,47.509969936918814,0.0
55,55,47.509969936918814,47.509969936918814,47.509969936918814,0.0
56,56,47.509969936918814,47.509969936918814,47.509969936918814,0.0
57,57,47.509969936918814,47.509969936918814,47.509969936918814,0.0
58,58,47.509969936918814,47.509969936918814,47.509969936918814,0.0
59,59,47.509969936918814,47.509969936918814,47.509969936918814,0.0
60,60,47.509969936918814,47.509969936918814,47.509969936918814,0.0
