gen,gen,min,avg,max,std
0,0,8.0,23.083333333333332,64.0,18.34571551555779
1,1,8.666666666666666,51.53333333333334,271.0,53.79770751001695
2,2,15.333333333333334,71.03333333333333,271.0,49.26909105446673
3,3,8.666666666666666,69.85000000000001,143.33333333333334,28.377509678538665
4,4,29.666666666666668,104.56666666666668,162.0,42.39262252378879
5,5,38.666666666666664,128.81666666666666,230.66666666666666,47.16042067006801
6,6,38.666666666666664,132.0166666666667,228.66666666666666,56.238527225065596
7,7,10.333333333333334,145.76666666666665,228.66666666666666,74.2803323752511
8,8,17.333333333333332,164.66666666666663,236.66666666666666,67.72550807815652
9,9,77.66666666666667,195.81666666666666,236.66666666666666,53.10832483393414
10,10,9.333333333333334,179.01666666666668,435.6666666666667,102.73874499049627
11,11,8.0,185.5333333333333,435.6666666666667,102.01227594973287
12,12,10.333333333333334,194.9333333333333,435.6666666666667,104.60617147717008
13,13,12.333333333333334,213.06666666666666,435.6666666666667,91.42815029664914
14,14,12.333333333333334,223.65000000000003,435.6666666666667,119.25688775822461
15,15,10.333333333333334,306.33333333333337,435.6666666666667,147.09169475761257
16,16,11.333333333333334,281.58333333333337,435.6666666666667,166.89434032744592
17,17,39.333333333333336,288.21666666666675,435.6666666666667,157.94219318753585
18,18,22.666666666666668,285.85,435.6666666666667,158.9165915049639
19,19,10.333333333333334,317.15000000000003,480.6666666666667,168.62412095150168
20,20,86.0,325.15000000000003,500.0,166.96275283228093
