gen,gen,fit_min,nov_min,fit_avg,nov_avg,fit_max,nov_max,fit_std,nov_std
0,0,8.0,0.426688960146446,54.766666666666666,0.5647244511164333,279.6666666666667,0.8003528958247825,77.26930539066309,0.1635534167427582
1,1,8.666666666666666,0.4295145051285812,39.36666666666667,0.6793415826384214,246.66666666666666,0.8003528958247825,58.91499526153479,0.15544525360137465
2,2,9.666666666666666,0.48269992998380173,26.76666666666667,0.7752528450836644,246.66666666666666,0.8003528958247825,54.71035855606626,0.07294425408775304
3,3,9.666666666666666,0.8003528958247825,10.133333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,0.30550504633038983,2.220446049250313e-16
4,4,9.666666666666666,0.8003528958247825,10.233333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,0.23804761428476207,2.220446049250313e-16
5,5,9.666666666666666,0.8003528958247825,10.26666666666667,0.8003528958247828,10.333333333333334,0.8003528958247825,0.20000000000000034,2.220446049250313e-16
6,6,9.666666666666666,0.8003528958247825,10.3,0.8003528958247828,10.333333333333334,0.8003528958247825,0.14529663145135605,2.220446049250313e-16
7,7,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
8,8,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
9,9,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
10,10,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
11,11,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
12,12,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
13,13,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
14,14,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
15,15,10.333333333333334,0.8003528958247825,10.333333333333336,0.8003528958247828,10.333333333333334,0.8003528958247825,1.7763568394002505e-15,2.220446049250313e-16
