gen,gen,min,avg,max,std
0,0,8.666666666666666,70.35,290.6666666666667,80.66876546856423
1,1,10.333333333333334,102.13333333333334,290.6666666666667,84.80601393769194
2,2,10.333333333333334,117.0,290.6666666666667,93.53490138861419
3,3,31.333333333333332,165.26666666666665,427.0,99.96569411553145
4,4,40.0,182.2833333333333,387.6666666666667,84.16909402440358
5,5,40.0,158.11666666666665,387.6666666666667,74.00227286299314
6,6,40.0,180.34999999999997,387.6666666666667,77.0796467586901
7,7,40.0,185.23333333333332,387.6666666666667,73.58216118356708
8,8,99.0,181.36666666666665,282.6666666666667,45.26415064190792
9,9,99.0,216.43333333333334,500.0,87.71095839302077
10,10,31.333333333333332,196.2333333333333,500.0,99.38953108295104
11,11,31.333333333333332,222.6,500.0,142.07824917589912
12,12,31.333333333333332,292.15000000000003,500.0,174.372541002176
13,13,31.333333333333332,228.4,500.0,158.0336672990917
14,14,31.333333333333332,234.43333333333334,500.0,143.2292296363498
15,15,99.0,264.6166666666667,500.0,143.34892453962348
16,16,99.0,254.8,500.0,135.22756129330045
17,17,99.0,289.0666666666667,500.0,148.95609345635302
18,18,99.0,271.08333333333337,500.0,112.83857077947928
19,19,155.66666666666666,232.31666666666666,500.0,86.54436723438447
20,20,164.33333333333334,252.83333333333334,500.0,102.07282258814593
21,21,155.66666666666666,280.8833333333334,500.0,116.77748427386733
22,22,164.33333333333334,233.7,483.3333333333333,77.89864497466492
23,23,164.33333333333334,220.23333333333335,483.3333333333333,76.34971439952403
24,24,173.33333333333334,239.75,500.0,88.50956476876132
