gen,gen,fit_min,nov_min,fit_avg,nov_avg,fit_max,nov_max,fit_std,nov_std
0,0,8.0,0.004431566436022246,18.96666666666667,0.30955056918044843,41.333333333333336,0.5364026366162941,12.119268404762172,0.22102179897969212
1,1,8.666666666666666,0.0025953718543214144,21.6,0.3717361142686037,57.666666666666664,0.5364026366162941,17.739973694080458,0.21064379739860375
2,2,9.666666666666666,0.08636312650883524,16.566666666666663,0.3975273453500113,57.666666666666664,0.5364026366162941,13.954728390206828,0.1619350273174391
3,3,9.666666666666666,0.07806821097967667,57.266666666666666,0.4789527440371084,255.66666666666666,0.9394290600945007,87.38901532801476,0.2006626230320857
4,4,9.666666666666666,0.3076399288982255,102.3,0.511903870800705,351.3333333333333,0.9344482923871025,119.93187418048815,0.164439788821905
5,5,10.333333333333334,0.19068366066504172,75.2,0.47840827064594854,203.66666666666666,0.7678272209588319,78.5676212641767,0.1650706338834539
6,6,9.666666666666666,0.0756488587848849,126.66666666666667,0.4271446272423762,428.6666666666667,0.9459126270424758,123.7599827623345,0.23511555649239768
7,7,8.666666666666666,0.0024565599611251457,167.40000000000003,0.5205162093921929,428.6666666666667,0.9459126270424758,151.3255357756178,0.30371014449847056
8,8,10.333333333333334,0.22854670568206553,168.26666666666668,0.5072967249760248,474.0,0.8902336782770667,157.41246597536184,0.25727912114991136
9,9,9.666666666666666,0.065265433176684,136.36666666666667,0.46158187182385896,324.6666666666667,0.8771708825175242,126.01767512712036,0.2977418215499279
10,10,9.666666666666666,0.19408972406102315,156.3,0.6076314183915869,324.6666666666667,0.8771708825175242,111.80612684464121,0.25666522305009243
11,11,9.666666666666666,0.024270224213472632,160.76666666666665,0.4539233811874057,500.0,0.9021138498746294,184.33285412837049,0.3636116306287782
12,12,10.333333333333334,0.1707524288656173,130.4,0.5864207496862376,500.0,0.9773306744800914,140.75651159202388,0.3041440572248563
13,13,9.666666666666666,0.15268669696345105,74.33333333333334,0.45031884254056714,212.0,0.8944074104303306,73.93375413165491,0.3055876504035067
14,14,31.0,0.045762190714967184,161.90000000000003,0.5648787483787528,459.3333333333333,0.9299824475464579,125.43205774885108,0.3506239177195326
15,15,9.666666666666666,0.10987726814169244,88.43333333333334,0.4540958234071272,212.0,0.8771708825175242,69.88578777786893,0.27190415581921096
16,16,9.666666666666666,0.11729465428828537,61.4,0.4310238431068978,212.0,0.8941643712651869,54.310383701257145,0.25638045090155215
17,17,9.666666666666666,0.10490382527970513,74.29999999999998,0.528760327702279,212.0,0.9350081216477678,58.17759209714873,0.34260062989933865
18,18,9.666666666666666,0.09398949475608985,61.36666666666666,0.42080219985058126,212.0,0.9350081216477678,60.59876236359948,0.32279977378524966
19,19,8.666666666666666,0.036080310428719155,59.5,0.48689649735307705,113.0,0.9760709350750073,40.71643129963354,0.36314803041509713
20,20,18.0,0.08300369434110687,45.99999999999999,0.36760861305333203,111.33333333333333,0.9760709350750073,31.346096691259312,0.2863343213187671
