gen,gen,min,avg,max,std
0,0,8.333333333333334,31.555555555555546,106.66666666666667,30.93258300494843
1,1,18.666666666666668,104.55555555555556,216.33333333333334,64.14493619535507
2,2,8.333333333333334,125.06666666666666,216.33333333333334,72.87362983909836
3,3,10.333333333333334,162.73333333333338,500.0,141.8179427607413
4,4,9.0,164.75555555555556,325.0,115.966372307548
5,5,9.333333333333334,149.24444444444447,325.0,119.89189369110618
6,6,19.333333333333332,233.71111111111114,500.0,137.34551546113164
7,7,61.0,264.9555555555555,500.0,137.69536244734667
8,8,22.333333333333332,375.2666666666666,500.0,175.8209611234405
9,9,69.66666666666667,397.75555555555553,500.0,138.45531257502154
10,10,69.66666666666667,383.0222222222222,500.0,156.05362168019738
11,11,11.0,332.93333333333334,500.0,192.82074577181783
12,12,12.666666666666666,315.2222222222223,500.0,184.76975328336363
13,13,9.333333333333334,286.8666666666667,500.0,229.63206641478868
14,14,10.333333333333334,267.46666666666664,500.0,219.88666440961165
15,15,22.333333333333332,274.1111111111111,500.0,208.43866374358157
