gen,gen,min,avg,max,std
0,0,-676.7019517184386,-416.7389519982504,-117.08817222290872,174.17391942918283
1,1,-567.6527089498594,-255.50394783193485,-114.13325452609091,143.17672924269556
2,2,-461.54060552437517,-180.05469334832145,-70.17872780814777,97.34194981336829
3,3,-384.25166117951267,-142.28909400416262,-70.17872780814777,61.43648432253076
4,4,-400.61878576667823,-129.19153712447869,-70.17872780814777,65.03702804149786
5,5,-275.801845395435,-110.90751292912812,-36.31766120290741,35.662831122976755
6,6,-432.244622724825,-111.39642070354334,-36.31766120290741,61.51335372840917
7,7,-164.54238285466872,-91.51677411449323,-31.196349345241433,30.786575624187165
8,8,-284.93045462187024,-94.38649919384035,-31.196349345241433,48.20306548135735
9,9,-234.29859221280847,-78.80805853762065,-29.197927723715733,36.19539082193918
10,10,-266.48572386086863,-74.56474904028444,-31.196349345241433,38.313281198068225
11,11,-116.26517233813225,-59.640540219370536,-31.196349345241433,23.659100311427622
12,12,-258.9715130777788,-57.26352292441362,-25.621897542260722,38.80656654245215
13,13,-114.13325452609091,-43.89427984395027,-31.196349345241433,19.850400286024872
14,14,-125.28337764918494,-39.890338944551125,-10.713807333420268,23.10116480482029
15,15,-105.79038434273495,-37.35782717092202,-10.713807333420268,18.026986747822914
