gen,gen,min,avg,max,std
0,0,-572.8134750839481,-319.3513866380978,-100.33882704151806,155.21128389700456
1,1,-572.6598534280952,-275.06368665528316,-44.710680421441815,158.20400333153236
2,2,-572.6150174364933,-238.01710985251384,-17.33713180557123,176.67451194990485
3,3,-526.6601939566085,-179.93157193185624,-34.64176183390169,137.68475039501487
4,4,-526.6601939566085,-155.88129609052174,-32.554964907612806,140.35172698755525
5,5,-421.91327726041635,-135.34156205552435,-32.554964907612806,123.69081209816511
6,6,-418.86093811208497,-142.32401206183184,-34.64176183390169,128.73587661811075
7,7,-360.47424079335934,-107.6116600886852,-34.64176183390169,88.2887893542179
8,8,-360.47424079335934,-96.78552955144146,-34.64176183390169,90.01845299066821
9,9,-360.47424079335934,-93.41765792046573,-34.64176183390169,94.86823896274326
10,10,-360.47424079335934,-88.74886979557209,-32.554964907612806,102.505768090173
11,11,-360.47424079335934,-92.42206262845396,-32.554964907612806,108.24247745414031
12,12,-360.47424079335934,-86.47974746808104,-32.554964907612806,109.4157084771851
13,13,-360.47424079335934,-89.73389012530814,20.58946525349985,115.4881449610778
14,14,-360.47424079335934,-66.18289922326913,20.58946525349985,92.13389938218212
15,15,-360.47424079335934,-38.890903113198156,20.58946525349985,58.29909126589128
16,16,-100.33882704151806,-29.079398292733508,20.58946525349985,27.592018686597072
17,17,-100.33882704151806,-29.65486012190147,20.58946525349985,33.69882739456812
18,18,-100.33882704151806,-24.37372718552036,20.58946525349985,29.151075763844908
19,19,-67.23306159115047,-17.48353895412216,20.589468812172168,25.757325737598933
20,20,-34.64176183390169,-3.4179307256813147,20.589468812172168,25.948139470582692
21,21,-34.64176183390169,-2.808779231382485,20.589468812172168,26.089880760004956
22,22,-34.64176183390169,-0.8095082170822525,20.589468812172168,24.557676649048414
23,23,-34.64176183390169,4.829909960891885,20.589468812172168,22.700843637802414
24,24,-34.64176183390169,7.490313990199011,20.589468812172168,20.812829633182872
25,25,-34.64176183390169,12.574972140062718,20.589468812172168,17.19507880604386
26,26,-34.64176183390169,13.450752855781024,20.589468812172168,16.681185571365
27,27,-34.64176183390169,13.18094173587771,20.589468812172168,17.35595155940296
28,28,-34.64176183390169,13.04709951149448,20.589468812172168,16.998090729471578
29,29,-34.64176183390169,13.923068985529174,20.589468812172168,15.33990548573504
30,30,-34.64176183390169,11.027853987158638,20.589468812172168,17.180555413036096
31,31,-34.64176183390169,7.7614809848041775,20.589468812172168,19.61521137813723
32,32,-34.64176183390169,6.751858044702644,20.589468812172168,19.44790700768857
33,33,-34.64176183390169,11.666319101209863,20.589468812172168,18.505730013104053
34,34,-34.64176183390169,13.923069163462788,20.589468812172168,15.33990556306122
35,35,-34.64176183390169,14.294226989513101,20.589468812172168,13.573800720902874
36,36,-34.64176183390169,16.68463069576648,20.589468812172168,10.582125699056117
37,37,0.3970100101414526,18.06541146191833,20.589468812172168,6.678028043636313
38,38,0.3970100101414526,18.570222931969095,20.589468812172168,6.057737640609215
39,39,0.3970100101414526,19.57984587207063,20.589468812172168,4.400844366983012
40,40,0.3970100101414526,19.57984587207063,20.589468812172168,4.400844366983013
41,41,0.3970100101414526,19.57984587207063,20.589468812172168,4.400844366983012
42,42,0.3970100101414526,20.0846573421214,20.589468812172168,3.152546620035598
43,43,0.3970100101414526,19.57984587207063,20.589468812172168,4.400844366983012
44,44,0.3970100101414526,19.075034402019863,20.589468812172168,5.31851885892348
45,45,0.3970100101414526,20.0846573421214,20.589468812172168,3.1525466200355985
46,46,0.3970100101414526,20.0846573421214,20.589468812172168,3.152546620035598
47,47,0.3970100101414526,20.0846573421214,20.589468812172168,3.152546620035599
