gen,gen,min,avg,max,std
0,0,-526.985296262072,-326.570916161661,-110.31756943442382,144.969599636698
1,1,-500.3543243871907,-271.72293224344014,-46.414537711351954,139.05226489108293
2,2,-500.3543243871907,-253.47744411589218,-46.414537711351954,132.8814089758393
3,3,-500.3543243871907,-213.09700392204667,-46.414537711351954,116.18865526954276
4,4,-481.24419101290187,-190.15904706200487,-46.414537711351954,106.6125619590753
5,5,-457.3368977285374,-178.79863050330954,-46.414537711351954,99.86259005730335
6,6,-457.3368977285374,-171.56029884124558,-46.414537711351954,90.7200998662029
7,7,-457.3368977285374,-157.2632911036293,-46.414537711351954,78.77580156291319
8,8,-457.3368977285374,-142.58846352417902,-18.399840244815625,74.50196930135571
9,9,-457.3368977285374,-133.7429245496509,-18.399840244815625,66.61539048624762
10,10,-422.4710032863586,-128.64516191049958,-18.399840244815625,63.821815123488335
11,11,-422.4710032863586,-123.91031562363386,-18.399840244815625,63.286317682337284
12,12,-278.9408440980184,-117.55205986765972,-18.399840244815625,47.03301609607995
13,13,-230.77745615772196,-113.29919523152122,-18.399840244815625,39.30344841008052
14,14,-230.77745615772196,-112.57808951287102,-18.399840244815625,39.376007309439906
15,15,-224.7179294713643,-111.71204487038338,-18.399840244815625,37.080849434244826
16,16,-224.7179294713643,-110.8651454670497,-18.399840244815625,36.82830044825954
17,17,-224.7179294713643,-109.71661387366744,-18.399840244815625,36.89810766358734
18,18,-221.01731474720728,-106.95683566262596,-18.399840244815625,34.99956201262599
19,19,-221.01731474720728,-106.79872261552455,-18.399840244815625,34.97694919903137
