gen,gen,fit_min,nov_min,fit_avg,nov_avg,fit_max,nov_max,fit_std,nov_std
0,0,-838.2613888183887,0.13935678138639135,-426.8845998498278,0.39012378521739527,-89.5585208423325,0.7783753161009508,165.7756921518002,0.14818023878991798
1,1,-838.2613888183887,0.2724076242456636,-384.241187716471,0.6100075719462464,-89.5585208423325,0.859281741453152,189.13191928566124,0.13205174871369724
2,2,-685.7984362542569,0.5075707582762109,-348.40821307336495,0.6833803805274804,-89.5585208423325,0.8969002925391898,172.5186902713589,0.10066083979029214
3,3,-652.0754896005091,0.24806970645743487,-243.45186079647277,0.673637423633561,-89.5585208423325,0.8907884536157631,126.48417935061114,0.12244854225012686
4,4,-626.2080841495506,0.37355773269093057,-210.7412510056738,0.7424222750922546,20.823190076247894,0.8516166143398131,108.21402978342648,0.09876753649804634
5,5,-626.2080841495506,0.283285076275217,-203.04696316377706,0.6697117565232303,20.823190076247894,0.751051587739433,104.21275517526561,0.0989491495651761
6,6,-483.78945809105545,0.3913707508511707,-171.26013880601954,0.6944215129382564,20.823190076247894,0.7694800444172241,75.45187650083652,0.0658634319285842
7,7,-271.2475506186651,0.44970838383327383,-144.77268520801388,0.6569690246172499,20.823190076247894,0.8106895389778892,60.855966231236295,0.05839737993566427
8,8,-353.9943325587471,-0.20605269315596708,-113.33439217689417,0.5324086092387138,20.823190076247894,0.8354389646224749,61.88023776513238,0.15173756101858016
9,9,-326.78205438400727,0.13131344852060944,-98.34980907476951,0.6730041221468844,20.823190076247894,0.8842229016993406,67.52979645067276,0.12272011814806738
10,10,-396.302688001711,-0.1609216427168968,-77.32074977305393,0.6686416858746194,20.823190076247894,0.8864817960674618,79.35844129621991,0.18409587783820913
11,11,-426.6616788661958,-0.017560047692666197,-42.7655155186177,0.7917188241956493,20.823190076247894,0.9104280696956498,81.95043166257258,0.15435830738845757
12,12,-383.89854038986215,0.15431225134411267,-13.128813780400469,0.8527437034618583,20.823190076247894,0.9144871738842434,63.529404207767456,0.11667316208728087
13,13,-383.89854038986215,0.06166638109595369,1.5864609227223068,0.8833525450084354,20.823190076247894,0.9252696912842282,64.56555821954232,0.13978874460925025
14,14,-46.622381763011504,0.8102514164728102,18.691913869695345,0.9401263471414683,20.823190076247894,0.9445435156621239,11.299337696799482,0.02322082261113082
15,15,20.823190076247894,0.9315737622190269,20.823190076247887,0.9315737622190272,20.823190076247894,0.9315737622190269,7.105427357601002e-15,3.3306690738754696e-16
